,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
344,2 punti sbagliato,,Amedeo Della Valle,missed,165,1365,465.0,560.0,2
345,2 punti segnato,,Ray Mccallum,made,173,1373,840.0,252.0,0
346,2 punti sbagliato,,John Petrucelli,missed,197,1397,765.0,280.0,0
347,3 punti segnato,Ray Mccallum,Scott Bamforth,made,204,1404,1185.0,756.0,7
348,2 punti segnato,,Semaj Christon,made,220,1420,825.0,140.0,0
349,2 punti sbagliato,,Leonardo Totè,missed,241,1441,675.0,336.0,0
350,3 punti segnato,Scott Bamforth,Ray Mccallum,made,253,1453,45.0,224.0,5
351,2 punti segnato,Trevon Bluiett,Leonardo Totè,made,284,1484,540.0,560.0,2
352,2 punti sbagliato,,Miro Bilan,missed,307,1507,945.0,140.0,0
353,3 punti sbagliato,,Ray Mccallum,missed,311,1511,1095.0,812.0,7
354,2 punti sbagliato,,Scott Bamforth,missed,328,1528,945.0,504.0,3
355,3 punti segnato,Quincy Ford,Trevon Bluiett,made,333,1533,1050.0,868.0,7
356,2 punti sbagliato,,Semaj Christon,missed,362,1562,1035.0,616.0,3
357,2 punti sbagliato,,Ray Mccallum,missed,380,1580,1245.0,252.0,4
358,2 punti sbagliato,,Jason Burnell,missed,388,1588,855.0,280.0,0
359,3 punti sbagliato,,Trevon Bluiett,missed,412,1612,450.0,868.0,6
360,3 punti segnato,John Petrucelli,David Reginald Cournooh,made,433,1633,1110.0,812.0,7
361,3 punti sbagliato,,Scott Bamforth,missed,442,1642,345.0,784.0,6
362,2 punti sbagliato,,David Reginald Cournooh,missed,461,1661,975.0,392.0,3
363,2 punti sbagliato,,Quincy Ford,missed,501,1701,795.0,224.0,0
364,3 punti sbagliato,,Riccardo Visconti,missed,528,1728,945.0,868.0,7
365,2 punti sbagliato,,C.J. Massinburg,missed,557,1757,765.0,224.0,0
366,2 punti segnato,Riccardo Visconti,Gavin Schilling,made,569,1769,735.0,196.0,0
367,3 punti sbagliato,,Jason Burnell,missed,587,1787,765.0,896.0,7
368,3 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,21,1821,705.0,868.0,6
369,3 punti sbagliato,,Riccardo Visconti,missed,39,1839,795.0,924.0,7
370,3 punti segnato,Gavin Schilling,Matteo Tambone,made,43,1843,375.0,812.0,6
371,2 punti segnato,Semaj Christon,Michael Cobbins,made,57,1857,825.0,168.0,0
372,2 punti sbagliato,,Gavin Schilling,missed,98,1898,705.0,168.0,0
373,2 punti sbagliato,,Semaj Christon,missed,129,1929,375.0,532.0,2
374,2 punti segnato,,C.J. Massinburg,made,145,1945,750.0,140.0,0
375,2 punti sbagliato,,Matteo Tambone,missed,167,1967,735.0,224.0,0
376,2 punti segnato,,Matteo Tambone,made,174,1974,375.0,588.0,2
377,3 punti sbagliato,,David Reginald Cournooh,missed,244,2044,870.0,840.0,7
378,2 punti segnato,Jason Burnell,Michael Cobbins,made,251,2051,765.0,224.0,0
379,3 punti segnato,Leonardo Totè,Scott Bamforth,made,336,2136,1095.0,868.0,7
380,3 punti sbagliato,,John Petrucelli,missed,355,2155,255.0,672.0,6
381,3 punti sbagliato,,Leonardo Totè,missed,368,2168,645.0,924.0,6
382,2 punti sbagliato,,Matteo Tambone,missed,373,2173,585.0,168.0,0
383,3 punti sbagliato,,John Petrucelli,missed,393,2193,1215.0,700.0,7
384,2 punti sbagliato,,Michael Cobbins,missed,395,2195,630.0,196.0,0
385,3 punti sbagliato,,Scott Bamforth,missed,402,2202,525.0,868.0,6
386,2 punti segnato,,Semaj Christon,made,419,2219,645.0,420.0,2
387,3 punti sbagliato,,Jason Burnell,missed,465,2265,30.0,308.0,5
388,3 punti sbagliato,,Scott Bamforth,missed,510,2310,690.0,924.0,6
389,2 punti sbagliato,,C.J. Massinburg,missed,534,2334,675.0,252.0,0
390,2 punti sbagliato,,Quincy Ford,missed,553,2353,240.0,336.0,1
391,2 punti sbagliato,,Jason Burnell,missed,565,2365,615.0,168.0,0
392,2 punti segnato,,Semaj Christon,made,586,2386,705.0,168.0,0
393,2 punti sbagliato,,Scott Bamforth,missed,598,2398,450.0,560.0,2
394,2 punti segnato,Tyler Ennis,Tariq Owens,made,5,5,540.0,112.0,0
395,3 punti sbagliato,,Stanley Whittaker Jr,missed,28,28,1470.0,112.0,8
396,3 punti segnato,Tyler Ennis,Michal Sokolowski,made,45,45,1485.0,364.0,8
397,2 punti segnato,Stanley Whittaker Jr,Stephane Gombauld,made,71,71,1005.0,308.0,3
398,2 punti segnato,Tyler Ennis,Tariq Owens,made,110,110,675.0,168.0,0
399,2 punti sbagliato,,Filip Kruslin,missed,143,143,405.0,644.0,2
400,2 punti segnato,Tyler Ennis,Michal Sokolowski,made,154,154,855.0,112.0,0
401,3 punti sbagliato,,Jacob Pullen,missed,173,173,600.0,868.0,6
402,3 punti segnato,,Tyler Ennis,made,200,200,420.0,756.0,6
403,3 punti segnato,Stanley Whittaker Jr,Kaspar Treier,made,221,221,1275.0,756.0,7
404,2 punti sbagliato,,Tariq Owens,missed,236,236,915.0,336.0,0
405,3 punti segnato,,Jacob Pullen,made,267,267,165.0,588.0,6
406,2 punti segnato,Alessandro Cappelletti,Stephane Gombauld,made,295,295,915.0,28.0,0
407,2 punti segnato,,Tyler Ennis,made,319,319,675.0,84.0,0
408,3 punti sbagliato,,Filip Kruslin,missed,335,335,1365.0,644.0,7
409,3 punti sbagliato,,Michal Sokolowski,missed,353,353,1215.0,756.0,7
410,2 punti sbagliato,,Stephane Gombauld,missed,361,361,1050.0,112.0,4
411,2 punti segnato,,Ousmane Diop,made,361,361,1050.0,112.0,4
412,2 punti sbagliato,,Ousmane Diop,missed,393,393,795.0,196.0,0
413,2 punti sbagliato,,Ousmane Diop,missed,393,393,795.0,196.0,0
414,2 punti sbagliato,,Ousmane Diop,missed,393,393,795.0,196.0,0
415,3 punti segnato,Alessandro Cappelletti,Filip Kruslin,made,408,408,1290.0,700.0,7
416,2 punti sbagliato,,Tariq Owens,missed,416,416,735.0,224.0,0
417,2 punti segnato,,Tyler Ennis,made,436,436,765.0,644.0,3
418,2 punti sbagliato,,Stefano Gentile,missed,448,448,975.0,84.0,0
419,2 punti sbagliato,,Giovanni De Nicolao,missed,462,462,705.0,224.0,0
420,2 punti sbagliato,,Tariq Owens,missed,462,462,705.0,224.0,0
421,2 punti segnato,Giovanni De Nicolao,Justin Kyle Jaworski,made,476,476,690.0,196.0,0
422,2 punti segnato,Giovanni De Nicolao,Tomislav Zubcic,made,504,504,1065.0,56.0,4
423,2 punti segnato,,Alessandro Cappelletti,made,528,528,510.0,504.0,2
424,2 punti sbagliato,,Alfonzo Mckinnie,missed,554,554,1020.0,252.0,4
425,3 punti sbagliato,,Justin Kyle Jaworski,missed,568,568,1320.0,672.0,7
426,2 punti segnato,Jacob Pullen,Alessandro Lever,made,592,592,975.0,196.0,0
427,2 punti segnato,Ousmane Diop,Alfonzo Mckinnie,made,15,615,540.0,140.0,0
428,2 punti segnato,,Stanley Whittaker Jr,made,42,642,810.0,420.0,3
429,3 punti segnato,Michal Sokolowski,Alessandro Lever,made,53,653,1245.0,868.0,7
430,3 punti sbagliato,,Alessandro Cappelletti,missed,78,678,1395.0,504.0,8
431,2 punti sbagliato,,Alessandro Cappelletti,missed,94,694,750.0,224.0,0
432,2 punti segnato,Alessandro Cappelletti,Stefano Gentile,made,137,737,1155.0,392.0,3
433,3 punti sbagliato,,Justin Kyle Jaworski,missed,144,744,270.0,924.0,6
434,2 punti sbagliato,,Tariq Owens,missed,174,774,945.0,196.0,0
435,2 punti segnato,,Tariq Owens,made,174,774,945.0,196.0,0
436,3 punti segnato,Stefano Gentile,Alfonzo Mckinnie,made,184,784,1170.0,812.0,7
437,3 punti segnato,Michal Sokolowski,Justin Kyle Jaworski,made,213,813,825.0,980.0,7
438,2 punti segnato,Stefano Gentile,Ousmane Diop,made,222,822,840.0,420.0,3
439,3 punti sbagliato,,Stefano Gentile,missed,248,848,1485.0,448.0,8
440,3 punti sbagliato,,Alessandro Lever,missed,262,862,1320.0,672.0,7
441,2 punti segnato,Jacob Pullen,Tomislav Zubcic,made,294,894,1110.0,224.0,4
442,3 punti sbagliato,,Stanley Whittaker Jr,missed,320,920,1380.0,700.0,7
443,3 punti sbagliato,,Stefano Gentile,missed,335,935,60.0,196.0,5
444,2 punti sbagliato,,Stephane Gombauld,missed,340,940,735.0,224.0,0
445,2 punti segnato,,Stephane Gombauld,made,340,940,735.0,224.0,0
446,2 punti segnato,Giovanni De Nicolao,Tomislav Zubcic,made,352,952,1125.0,308.0,4
447,2 punti sbagliato,,Stephane Gombauld,missed,370,970,765.0,420.0,3
448,2 punti sbagliato,,Tyler Ennis,missed,386,986,930.0,252.0,0
449,2 punti segnato,,Alessandro Lever,made,391,991,855.0,196.0,0
450,3 punti sbagliato,,Filip Kruslin,missed,419,1019,1395.0,616.0,7
451,2 punti sbagliato,,Stanley Whittaker Jr,missed,429,1029,1155.0,140.0,4
452,2 punti segnato,,Stephane Gombauld,made,446,1046,930.0,140.0,0
453,2 punti segnato,,Jacob Pullen,made,451,1051,675.0,224.0,0
454,3 punti sbagliato,,Kaspar Treier,missed,496,1096,60.0,112.0,5
455,3 punti sbagliato,,Tomislav Zubcic,missed,514,1114,855.0,896.0,7
456,2 punti segnato,,Stefano Gentile,made,524,1124,945.0,588.0,3
457,3 punti segnato,Jacob Pullen,Michal Sokolowski,made,546,1146,1470.0,84.0,8
458,3 punti sbagliato,,Stefano Gentile,missed,584,1184,300.0,728.0,6
459,3 punti segnato,Tomislav Zubcic,Alessandro Lever,made,599,1199,420.0,784.0,6
460,2 punti segnato,Stanley Whittaker Jr,Alessandro Cappelletti,made,35,1235,525.0,280.0,1
461,3 punti segnato,Tyler Ennis,Tomislav Zubcic,made,47,1247,1335.0,700.0,7
462,2 punti segnato,,Filip Kruslin,made,68,1268,570.0,140.0,0
463,3 punti sbagliato,,Tariq Owens,missed,84,1284,585.0,168.0,0
464,3 punti sbagliato,,Alessandro Cappelletti,missed,106,1306,1485.0,140.0,8
465,3 punti segnato,,Jacob Pullen,made,115,1315,1170.0,756.0,7
466,3 punti sbagliato,,Alessandro Lever,missed,155,1355,75.0,140.0,5
467,2 punti segnato,Alessandro Cappelletti,Filip Kruslin,made,163,1363,1065.0,252.0,4
468,3 punti segnato,,Jacob Pullen,made,171,1371,1155.0,812.0,7
469,3 punti segnato,Filip Kruslin,Stanley Whittaker Jr,made,188,1388,1470.0,168.0,8
470,2 punti segnato,Jacob Pullen,Tomislav Zubcic,made,219,1419,645.0,140.0,0
471,2 punti segnato,,Stanley Whittaker Jr,made,228,1428,810.0,392.0,0
472,3 punti segnato,Tyler Ennis,Michal Sokolowski,made,250,1450,435.0,812.0,6
473,2 punti sbagliato,,Tomislav Zubcic,missed,299,1499,525.0,196.0,0
474,3 punti sbagliato,,Filip Kruslin,missed,325,1525,1485.0,168.0,8
475,3 punti segnato,Justin Kyle Jaworski,Tyler Ennis,made,341,1541,930.0,868.0,7
476,3 punti sbagliato,,Tyler Ennis,missed,370,1570,1035.0,952.0,7
477,2 punti sbagliato,,Stanley Whittaker Jr,missed,400,1600,1110.0,280.0,4
478,3 punti segnato,Tyler Ennis,Tomislav Zubcic,made,410,1610,855.0,896.0,7
479,2 punti segnato,Tyler Ennis,Justin Kyle Jaworski,made,427,1627,900.0,252.0,0
480,2 punti sbagliato,,Stefano Gentile,missed,441,1641,615.0,168.0,0
481,2 punti sbagliato,,Alessandro Cappelletti,missed,472,1672,1005.0,140.0,4
482,2 punti segnato,,Ousmane Diop,made,472,1672,1005.0,140.0,4
483,2 punti segnato,,Alessandro Cappelletti,made,488,1688,870.0,196.0,0
484,2 punti sbagliato,,Alessandro Cappelletti,missed,522,1722,960.0,140.0,0
485,2 punti sbagliato,,Alfonzo Mckinnie,missed,549,1749,525.0,168.0,0
486,3 punti segnato,Stanley Whittaker Jr,Alessandro Cappelletti,made,561,1761,255.0,700.0,6
487,2 punti segnato,,Justin Kyle Jaworski,made,586,1786,1035.0,560.0,3
488,3 punti sbagliato,,Alfonzo Mckinnie,missed,597,1797,75.0,224.0,5
489,2 punti sbagliato,,Stanley Whittaker Jr,missed,11,1811,405.0,168.0,1
490,2 punti segnato,Alessandro Cappelletti,Alfonzo Mckinnie,made,13,1813,945.0,280.0,0
491,3 punti sbagliato,,Jacob Pullen,missed,36,1836,135.0,840.0,6
492,2 punti segnato,Stefano Gentile,Ousmane Diop,made,45,1845,1005.0,280.0,4
493,2 punti segnato,,Giovanni De Nicolao,made,66,1866,1020.0,168.0,4
494,3 punti segnato,Alfonzo Mckinnie,Stefano Gentile,made,84,1884,1455.0,392.0,8
495,2 punti segnato,,Giovanni De Nicolao,made,100,1900,1020.0,196.0,4
496,2 punti segnato,,Alfonzo Mckinnie,made,115,1915,1035.0,392.0,3
497,3 punti segnato,Michal Sokolowski,Giovanni De Nicolao,made,137,1937,1485.0,112.0,8
498,2 punti segnato,,Ousmane Diop,made,162,1962,1065.0,140.0,4
499,3 punti sbagliato,,Michal Sokolowski,missed,185,1985,780.0,896.0,7
500,2 punti segnato,,Giovanni De Nicolao,made,185,1985,780.0,896.0,7
501,3 punti segnato,Alessandro Cappelletti,Alfonzo Mckinnie,made,205,2005,45.0,84.0,5
502,2 punti sbagliato,,Tyler Ennis,missed,223,2023,570.0,224.0,0
503,3 punti segnato,Tariq Owens,Michal Sokolowski,made,235,2035,615.0,868.0,6
504,2 punti sbagliato,,Alfonzo Mckinnie,missed,243,2043,525.0,196.0,0
505,3 punti sbagliato,,Giovanni De Nicolao,missed,251,2051,1455.0,392.0,8
506,3 punti sbagliato,,Filip Kruslin,missed,259,2059,1425.0,560.0,7
507,3 punti sbagliato,,Justin Kyle Jaworski,missed,280,2080,45.0,224.0,5
508,2 punti sbagliato,,Stanley Whittaker Jr,missed,290,2090,420.0,168.0,1
509,2 punti segnato,,Michal Sokolowski,made,311,2111,825.0,336.0,0
510,3 punti segnato,Alessandro Cappelletti,Filip Kruslin,made,330,2130,60.0,196.0,5
511,2 punti sbagliato,,Justin Kyle Jaworski,missed,337,2137,195.0,252.0,1
512,3 punti segnato,Tyler Ennis,Michal Sokolowski,made,352,2152,60.0,280.0,5
513,3 punti sbagliato,,Alfonzo Mckinnie,missed,385,2185,30.0,280.0,5
514,2 punti segnato,Michal Sokolowski,Tomislav Zubcic,made,391,2191,720.0,616.0,2
515,3 punti sbagliato,,Alfonzo Mckinnie,missed,406,2206,1035.0,840.0,7
516,3 punti sbagliato,,Tyler Ennis,missed,422,2222,1035.0,308.0,4
517,3 punti sbagliato,,Michal Sokolowski,missed,454,2254,60.0,84.0,5
518,2 punti segnato,,Alfonzo Mckinnie,made,467,2267,1050.0,224.0,4
519,2 punti sbagliato,,Stephane Gombauld,missed,475,2275,990.0,140.0,0
520,2 punti sbagliato,,Tomislav Zubcic,missed,493,2293,675.0,140.0,0
521,3 punti segnato,Jacob Pullen,Michal Sokolowski,made,517,2317,1485.0,224.0,8
522,2 punti sbagliato,,Tariq Owens,missed,547,2347,525.0,280.0,1
523,2 punti sbagliato,,Stanley Whittaker Jr,missed,557,2357,1050.0,168.0,4
524,3 punti segnato,Alessandro Cappelletti,Kaspar Treier,made,572,2372,1485.0,308.0,8
525,2 punti segnato,Alessandro Cappelletti,Kaspar Treier,made,600,2400,900.0,168.0,0
526,3 punti sbagliato,,Stefano Tonut,missed,22,22,1395.0,532.0,7
527,2 punti segnato,D'Angelo Harrison,Terry Allen,made,40,40,195.0,168.0,1
528,2 punti sbagliato,,Nikola Mirotic,missed,61,61,735.0,308.0,0
529,2 punti sbagliato,,Nikola Mirotic,missed,68,68,855.0,392.0,3
530,2 punti segnato,Deishuan Booker,Pauly Paulicap,made,85,85,735.0,224.0,0
531,3 punti sbagliato,,Shavon Shields,missed,109,109,1275.0,700.0,7
532,2 punti segnato,,Shavon Shields,made,136,136,795.0,252.0,0
533,2 punti segnato,Deishuan Booker,James Young,made,160,160,1170.0,224.0,4
534,2 punti segnato,Deishuan Booker,Pauly Paulicap,made,181,181,705.0,224.0,0
535,2 punti sbagliato,,Shavon Shields,missed,195,195,720.0,392.0,0
536,2 punti segnato,Deishuan Booker,Pauly Paulicap,made,217,217,735.0,196.0,0
537,2 punti segnato,Shavon Shields,Stefano Tonut,made,288,288,750.0,196.0,0
538,2 punti sbagliato,,Deishuan Booker,missed,307,307,315.0,588.0,2
539,2 punti segnato,,Stefano Tonut,made,322,322,630.0,168.0,0
540,3 punti segnato,,Deishuan Booker,made,350,350,1170.0,868.0,7
541,2 punti segnato,Shavon Shields,Alex Poythress,made,371,371,720.0,196.0,0
542,3 punti segnato,D'Angelo Harrison,Terry Allen,made,392,392,1050.0,924.0,7
543,3 punti sbagliato,,Ky Bowman,missed,439,439,1245.0,728.0,7
544,2 punti segnato,Stefano Tonut,Alex Poythress,made,446,446,750.0,224.0,0
545,2 punti sbagliato,,Ky Bowman,missed,470,470,675.0,308.0,0
546,2 punti sbagliato,,Alex Poythress,missed,478,478,735.0,224.0,0
547,3 punti sbagliato,,Andrea Mezzanotte,missed,491,491,1470.0,112.0,8
548,2 punti segnato,Kevin Pangos,Alex Poythress,made,502,502,810.0,280.0,0
549,3 punti sbagliato,,Alessandro Zanelli,missed,521,521,1215.0,812.0,7
550,2 punti sbagliato,,Alex Poythress,missed,544,544,780.0,280.0,0
551,3 punti sbagliato,,D'Angelo Harrison,missed,552,552,1155.0,868.0,7
552,2 punti segnato,D'Angelo Harrison,Alessandro Zanelli,made,574,574,765.0,252.0,0
553,2 punti sbagliato,,Kevin Pangos,missed,597,597,780.0,392.0,0
554,3 punti sbagliato,,D'Angelo Harrison,missed,21,621,180.0,756.0,6
555,3 punti sbagliato,,Ky Bowman,missed,29,629,1095.0,868.0,7
556,3 punti sbagliato,,D'Angelo Harrison,missed,34,634,30.0,140.0,5
557,3 punti sbagliato,,Giordano Bortolani,missed,41,641,105.0,644.0,6
558,3 punti segnato,D'Angelo Harrison,Alessandro Zanelli,made,54,654,30.0,112.0,5
559,2 punti segnato,,Kevin Pangos,made,106,706,690.0,280.0,0
560,2 punti sbagliato,,Ky Bowman,missed,123,723,855.0,252.0,0
561,2 punti sbagliato,,Nikola Mirotic,missed,170,770,660.0,280.0,0
562,3 punti sbagliato,,D'Angelo Harrison,missed,190,790,1275.0,812.0,7
563,3 punti segnato,Shavon Shields,Nikola Mirotic,made,213,813,45.0,168.0,5
564,2 punti sbagliato,,Alessandro Zanelli,missed,236,836,540.0,448.0,2
565,2 punti segnato,Maodo Lo,Shavon Shields,made,276,876,675.0,196.0,0
566,2 punti segnato,Shavon Shields,Nicolò Melli,made,318,918,765.0,252.0,0
567,2 punti sbagliato,,D'Angelo Harrison,missed,332,932,750.0,644.0,2
568,2 punti sbagliato,,James Young,missed,335,935,1275.0,336.0,4
569,2 punti sbagliato,,Maodo Lo,missed,344,944,765.0,364.0,0
570,2 punti segnato,Deishuan Booker,D'Angelo Harrison,made,354,954,900.0,420.0,3
571,2 punti sbagliato,,Stefano Tonut,missed,366,966,885.0,196.0,0
572,2 punti segnato,,D'Angelo Harrison,made,373,973,1125.0,588.0,3
573,2 punti sbagliato,,Shavon Shields,missed,385,985,660.0,252.0,0
574,2 punti segnato,Deishuan Booker,James Young,made,394,994,1260.0,476.0,3
575,2 punti segnato,,Maodo Lo,made,412,1012,750.0,280.0,0
576,2 punti sbagliato,,Maodo Lo,missed,430,1030,915.0,644.0,3
577,3 punti sbagliato,,Andrea Mezzanotte,missed,447,1047,45.0,196.0,5
578,3 punti segnato,Maodo Lo,Shavon Shields,made,454,1054,195.0,672.0,6
579,3 punti sbagliato,,Deishuan Booker,missed,473,1073,1095.0,868.0,7
580,2 punti segnato,,Gora Camara,made,478,1078,825.0,252.0,0
581,2 punti sbagliato,,D'Angelo Harrison,missed,496,1096,855.0,280.0,0
582,3 punti sbagliato,,Shavon Shields,missed,518,1118,360.0,868.0,6
583,2 punti sbagliato,,Kevin Pangos,missed,549,1149,360.0,532.0,2
584,2 punti sbagliato,,Gora Camara,missed,568,1168,840.0,392.0,3
585,3 punti segnato,Shavon Shields,Giampaolo Ricci,made,581,1181,330.0,840.0,6
586,3 punti sbagliato,,Kevin Pangos,missed,599,1199,225.0,924.0,6
587,2 punti segnato,,Stefano Tonut,made,16,1216,870.0,224.0,0
588,3 punti sbagliato,,Nikola Mirotic,missed,47,1247,960.0,924.0,7
589,2 punti segnato,,Shavon Shields,made,76,1276,825.0,308.0,0
590,2 punti sbagliato,,D'Angelo Harrison,missed,87,1287,750.0,644.0,2
591,2 punti segnato,Deishuan Booker,Pauly Paulicap,made,114,1314,705.0,196.0,0
592,3 punti segnato,,Maodo Lo,made,127,1327,510.0,896.0,6
593,2 punti segnato,,Deishuan Booker,made,144,1344,765.0,588.0,3
594,2 punti segnato,,Shavon Shields,made,159,1359,735.0,280.0,0
595,2 punti segnato,Terry Allen,Pauly Paulicap,made,172,1372,795.0,280.0,0
596,2 punti segnato,Shavon Shields,Alex Poythress,made,196,1396,840.0,224.0,0
597,3 punti sbagliato,,D'Angelo Harrison,missed,227,1427,1320.0,1008.0,7
598,3 punti sbagliato,,Kevin Pangos,missed,274,1474,1455.0,112.0,8
599,3 punti sbagliato,,James Young,missed,280,1480,255.0,756.0,6
600,2 punti segnato,Shavon Shields,Alex Poythress,made,292,1492,780.0,252.0,0
601,2 punti sbagliato,,Gora Camara,missed,308,1508,720.0,280.0,0
602,2 punti sbagliato,,Stefano Tonut,missed,328,1528,750.0,252.0,0
603,3 punti sbagliato,,Ky Bowman,missed,337,1537,1215.0,784.0,7
604,3 punti segnato,,Kevin Pangos,made,353,1553,720.0,952.0,6
605,2 punti segnato,D'Angelo Harrison,Ky Bowman,made,378,1578,810.0,252.0,0
606,2 punti segnato,,Shavon Shields,made,394,1594,885.0,280.0,0
607,3 punti segnato,,Kevin Pangos,made,427,1627,60.0,448.0,5
608,2 punti segnato,,Deishuan Booker,made,442,1642,765.0,252.0,0
609,2 punti sbagliato,,Alex Poythress,missed,459,1659,810.0,280.0,0
610,3 punti sbagliato,,Deishuan Booker,missed,470,1670,765.0,1008.0,7
611,2 punti sbagliato,,Kevin Pangos,missed,491,1691,795.0,336.0,0
612,2 punti sbagliato,,Alex Poythress,missed,491,1691,795.0,336.0,0
613,2 punti segnato,,Ky Bowman,made,526,1726,780.0,728.0,3
614,3 punti sbagliato,,Ky Bowman,missed,562,1762,60.0,504.0,5
615,2 punti sbagliato,,Diego Flaccadori,missed,577,1777,975.0,532.0,3
616,2 punti segnato,,Ky Bowman,made,598,1798,780.0,364.0,0
617,3 punti sbagliato,,Andrea Mezzanotte,missed,15,1815,15.0,280.0,5
618,3 punti sbagliato,,Giampaolo Ricci,missed,28,1828,1245.0,756.0,7
619,2 punti sbagliato,,Ky Bowman,missed,36,1836,825.0,336.0,0
620,3 punti segnato,Ky Bowman,Andrea Mezzanotte,made,47,1847,60.0,84.0,5
621,2 punti segnato,Giordano Bortolani,Ismael Kamagate,made,70,1870,750.0,280.0,0
622,2 punti sbagliato,,Ky Bowman,missed,85,1885,765.0,336.0,0
623,2 punti segnato,Giampaolo Ricci,Ismael Kamagate,made,93,1893,735.0,252.0,0
624,2 punti sbagliato,,Leonardo Faggian,missed,98,1898,720.0,308.0,0
625,2 punti segnato,,Leonardo Faggian,made,98,1898,720.0,308.0,0
626,2 punti sbagliato,,Maodo Lo,missed,119,1919,975.0,280.0,4
627,3 punti sbagliato,,Giampaolo Ricci,missed,126,1926,705.0,952.0,6
628,2 punti sbagliato,,Alessandro Zanelli,missed,135,1935,690.0,700.0,2
629,2 punti sbagliato,,Giampaolo Ricci,missed,141,1941,705.0,196.0,0
630,3 punti sbagliato,,Andrea Mezzanotte,missed,148,1948,45.0,140.0,5
631,2 punti segnato,,Pauly Paulicap,made,148,1948,45.0,140.0,5
632,3 punti segnato,Leonardo Faggian,Ky Bowman,made,197,1997,1470.0,168.0,8
633,2 punti sbagliato,,Nikola Mirotic,missed,217,2017,660.0,224.0,0
634,2 punti segnato,,Alex Poythress,made,217,2017,660.0,224.0,0
635,2 punti sbagliato,,Ky Bowman,missed,237,2037,720.0,644.0,2
636,2 punti sbagliato,,Shavon Shields,missed,257,2057,915.0,504.0,3
637,3 punti segnato,,James Young,made,280,2080,405.0,868.0,6
638,3 punti sbagliato,,Nikola Mirotic,missed,300,2100,525.0,896.0,6
639,3 punti sbagliato,,Deishuan Booker,missed,322,2122,1065.0,896.0,7
640,3 punti segnato,Nicolò Melli,Shavon Shields,made,336,2136,1380.0,588.0,7
641,3 punti segnato,Deishuan Booker,James Young,made,354,2154,1170.0,784.0,7
642,3 punti sbagliato,,James Young,missed,382,2182,1020.0,896.0,7
643,3 punti segnato,Kevin Pangos,Nikola Mirotic,made,403,2203,1455.0,112.0,8
644,3 punti sbagliato,,D'Angelo Harrison,missed,415,2215,120.0,588.0,6
645,2 punti sbagliato,,James Young,missed,437,2237,615.0,280.0,0
646,2 punti sbagliato,,Pauly Paulicap,missed,442,2242,855.0,420.0,3
647,3 punti sbagliato,,Nicolò Melli,missed,459,2259,1065.0,924.0,7
648,2 punti segnato,Deishuan Booker,James Young,made,502,2302,780.0,252.0,0
