"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",408,408,1290,700
"2 punti sbagliato","","Tariq Owens","missed",416,416,735,224
"2 punti segnato","","Tyler Ennis","made",436,436,765,644
"2 punti sbagliato","","Stefano Gentile","missed",448,448,975,84
"2 punti sbagliato","","Giovanni De Nicolao","missed",462,462,705,224
"2 punti sbagliato","","Tariq Owens","missed",462,462,705,224
"2 punti segnato","Giovanni De Nicolao","Justin Kyle Jaworski","made",476,476,690,196
"2 punti segnato","Giovanni De Nicolao","Tomislav Zubcic","made",504,504,1065,56
"2 punti segnato","","Alessandro Cappelletti","made",528,528,510,504
"2 punti sbagliato","","Alfonzo Mckinnie","missed",554,554,1020,252
"3 punti sbagliato","","Justin Kyle Jaworski","missed",568,568,1320,672
"2 punti segnato","Jacob Pullen","Alessandro Lever","made",592,592,975,196
"2 punti segnato","Ousmane Diop","Alfonzo Mckinnie","made",15,615,540,140
"2 punti segnato","","Stanley Whittaker Jr","made",42,642,810,420
"3 punti segnato","Michal Sokolowski","Alessandro Lever","made",53,653,1245,868
"3 punti sbagliato","","Alessandro Cappelletti","missed",78,678,1395,504
"2 punti sbagliato","","Alessandro Cappelletti","missed",94,694,750,224
"2 punti segnato","Alessandro Cappelletti","Stefano Gentile","made",137,737,1155,392
"3 punti sbagliato","","Justin Kyle Jaworski","missed",144,744,270,924
"2 punti sbagliato","","Tariq Owens","missed",174,774,945,196
"2 punti segnato","","Tariq Owens","made",174,774,945,196
"3 punti segnato","Stefano Gentile","Alfonzo Mckinnie","made",184,784,1170,812
"3 punti segnato","Michal Sokolowski","Justin Kyle Jaworski","made",213,813,825,980
"2 punti segnato","Stefano Gentile","Ousmane Diop","made",222,822,840,420
"3 punti sbagliato","","Stefano Gentile","missed",248,848,1485,448
"3 punti sbagliato","","Alessandro Lever","missed",262,862,1320,672
"2 punti segnato","Jacob Pullen","Tomislav Zubcic","made",294,894,1110,224
"3 punti sbagliato","","Stanley Whittaker Jr","missed",320,920,1380,700
"3 punti sbagliato","","Stefano Gentile","missed",335,935,60,196
"2 punti sbagliato","","Stephane Gombauld","missed",340,940,735,224
"2 punti segnato","","Stephane Gombauld","made",340,940,735,224
"2 punti segnato","Giovanni De Nicolao","Tomislav Zubcic","made",352,952,1125,308
"2 punti sbagliato","","Stephane Gombauld","missed",370,970,765,420
"2 punti sbagliato","","Tyler Ennis","missed",386,986,930,252
"2 punti segnato","","Alessandro Lever","made",391,991,855,196
"3 punti sbagliato","","Filip Kruslin","missed",419,1019,1395,616
"2 punti sbagliato","","Stanley Whittaker Jr","missed",429,1029,1155,140
"2 punti segnato","","Stephane Gombauld","made",446,1046,930,140
"2 punti segnato","","Jacob Pullen","made",451,1051,675,224
"3 punti sbagliato","","Kaspar Treier","missed",496,1096,60,112
"3 punti sbagliato","","Tomislav Zubcic","missed",514,1114,855,896
"2 punti segnato","","Stefano Gentile","made",524,1124,945,588
"3 punti segnato","Jacob Pullen","Michal Sokolowski","made",546,1146,1470,84
"3 punti sbagliato","","Stefano Gentile","missed",584,1184,300,728
"3 punti segnato","Tomislav Zubcic","Alessandro Lever","made",599,1199,420,784
"2 punti segnato","Stanley Whittaker Jr","Alessandro Cappelletti","made",35,1235,525,280
"3 punti segnato","Tyler Ennis","Tomislav Zubcic","made",47,1247,1335,700
"2 punti segnato","","Filip Kruslin","made",68,1268,570,140
"3 punti sbagliato","","Tariq Owens","missed",84,1284,585,168
"3 punti sbagliato","","Alessandro Cappelletti","missed",106,1306,1485,140
"3 punti segnato","","Jacob Pullen","made",115,1315,1170,756
"3 punti sbagliato","","Alessandro Lever","missed",155,1355,75,140
"2 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",163,1363,1065,252
"3 punti segnato","","Jacob Pullen","made",171,1371,1155,812
"3 punti segnato","Filip Kruslin","Stanley Whittaker Jr","made",188,1388,1470,168
"2 punti segnato","Jacob Pullen","Tomislav Zubcic","made",219,1419,645,140
"2 punti segnato","","Stanley Whittaker Jr","made",228,1428,810,392
"3 punti segnato","Tyler Ennis","Michal Sokolowski","made",250,1450,435,812
"2 punti sbagliato","","Tomislav Zubcic","missed",299,1499,525,196
"3 punti sbagliato","","Filip Kruslin","missed",325,1525,1485,168
"3 punti segnato","Justin Kyle Jaworski","Tyler Ennis","made",341,1541,930,868
"3 punti sbagliato","","Tyler Ennis","missed",370,1570,1035,952
"2 punti sbagliato","","Stanley Whittaker Jr","missed",400,1600,1110,280
"3 punti segnato","Tyler Ennis","Tomislav Zubcic","made",410,1610,855,896
"2 punti segnato","Tyler Ennis","Justin Kyle Jaworski","made",427,1627,900,252
"2 punti sbagliato","","Stefano Gentile","missed",441,1641,615,168
"2 punti sbagliato","","Alessandro Cappelletti","missed",472,1672,1005,140
"2 punti segnato","","Ousmane Diop","made",472,1672,1005,140
"2 punti segnato","","Alessandro Cappelletti","made",488,1688,870,196
"2 punti sbagliato","","Alessandro Cappelletti","missed",522,1722,960,140
"2 punti sbagliato","","Alfonzo Mckinnie","missed",549,1749,525,168
"3 punti segnato","Stanley Whittaker Jr","Alessandro Cappelletti","made",561,1761,255,700
"2 punti segnato","","Justin Kyle Jaworski","made",586,1786,1035,560
"3 punti sbagliato","","Alfonzo Mckinnie","missed",597,1797,75,224
"2 punti sbagliato","","Stanley Whittaker Jr","missed",11,1811,405,168
"2 punti segnato","Alessandro Cappelletti","Alfonzo Mckinnie","made",13,1813,945,280
"3 punti sbagliato","","Jacob Pullen","missed",36,1836,135,840
"2 punti segnato","Stefano Gentile","Ousmane Diop","made",45,1845,1005,280
"2 punti segnato","","Giovanni De Nicolao","made",66,1866,1020,168
"3 punti segnato","Alfonzo Mckinnie","Stefano Gentile","made",84,1884,1455,392
"2 punti segnato","","Giovanni De Nicolao","made",100,1900,1020,196
"2 punti segnato","","Alfonzo Mckinnie","made",115,1915,1035,392
"3 punti segnato","Michal Sokolowski","Giovanni De Nicolao","made",137,1937,1485,112
"2 punti segnato","","Ousmane Diop","made",162,1962,1065,140
"3 punti sbagliato","","Michal Sokolowski","missed",185,1985,780,896
"2 punti segnato","","Giovanni De Nicolao","made",185,1985,780,896
"3 punti segnato","Alessandro Cappelletti","Alfonzo Mckinnie","made",205,2005,45,84
"2 punti sbagliato","","Tyler Ennis","missed",223,2023,570,224
"3 punti segnato","Tariq Owens","Michal Sokolowski","made",235,2035,615,868
"2 punti sbagliato","","Alfonzo Mckinnie","missed",243,2043,525,196
"3 punti sbagliato","","Giovanni De Nicolao","missed",251,2051,1455,392
"3 punti sbagliato","","Filip Kruslin","missed",259,2059,1425,560
"3 punti sbagliato","","Justin Kyle Jaworski","missed",280,2080,45,224
"2 punti sbagliato","","Stanley Whittaker Jr","missed",290,2090,420,168
"2 punti segnato","","Michal Sokolowski","made",311,2111,825,336
"3 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",330,2130,60,196
"2 punti sbagliato","","Justin Kyle Jaworski","missed",337,2137,195,252
"3 punti segnato","Tyler Ennis","Michal Sokolowski","made",352,2152,60,280
"3 punti sbagliato","","Alfonzo Mckinnie","missed",385,2185,30,280
"2 punti segnato","Michal Sokolowski","Tomislav Zubcic","made",391,2191,720,616
"3 punti sbagliato","","Alfonzo Mckinnie","missed",406,2206,1035,840
"3 punti sbagliato","","Tyler Ennis","missed",422,2222,1035,308
"3 punti sbagliato","","Michal Sokolowski","missed",454,2254,60,84
"2 punti segnato","","Alfonzo Mckinnie","made",467,2267,1050,224
"2 punti sbagliato","","Stephane Gombauld","missed",475,2275,990,140
"2 punti sbagliato","","Tomislav Zubcic","missed",493,2293,675,140
"3 punti segnato","Jacob Pullen","Michal Sokolowski","made",517,2317,1485,224
"2 punti sbagliato","","Tariq Owens","missed",547,2347,525,280
"2 punti sbagliato","","Stanley Whittaker Jr","missed",557,2357,1050,168
"3 punti segnato","Alessandro Cappelletti","Kaspar Treier","made",572,2372,1485,308
"2 punti segnato","Alessandro Cappelletti","Kaspar Treier","made",600,2400,900,168
"3 punti sbagliato","","Stefano Tonut","missed",22,22,1395,532
"2 punti segnato","D'Angelo Harrison","Terry Allen","made",40,40,195,168
"2 punti sbagliato","","Nikola Mirotic","missed",61,61,735,308
"2 punti sbagliato","","Nikola Mirotic","missed",68,68,855,392
"2 punti segnato","Deishuan Booker","Pauly Paulicap","made",85,85,735,224
"3 punti sbagliato","","Shavon Shields","missed",109,109,1275,700
"2 punti segnato","","Shavon Shields","made",136,136,795,252
"2 punti segnato","Deishuan Booker","James Young","made",160,160,1170,224
"2 punti segnato","Deishuan Booker","Pauly Paulicap","made",181,181,705,224
"2 punti sbagliato","","Shavon Shields","missed",195,195,720,392
"2 punti segnato","Deishuan Booker","Pauly Paulicap","made",217,217,735,196
"2 punti segnato","Shavon Shields","Stefano Tonut","made",288,288,750,196
"2 punti sbagliato","","Deishuan Booker","missed",307,307,315,588
"2 punti segnato","","Stefano Tonut","made",322,322,630,168
"3 punti segnato","","Deishuan Booker","made",350,350,1170,868
"2 punti segnato","Shavon Shields","Alex Poythress","made",371,371,720,196
"3 punti segnato","D'Angelo Harrison","Terry Allen","made",392,392,1050,924
"3 punti sbagliato","","Ky Bowman","missed",439,439,1245,728
"2 punti segnato","Stefano Tonut","Alex Poythress","made",446,446,750,224
"2 punti sbagliato","","Ky Bowman","missed",470,470,675,308
"2 punti sbagliato","","Alex Poythress","missed",478,478,735,224
"3 punti sbagliato","","Andrea Mezzanotte","missed",491,491,1470,112
"2 punti segnato","Kevin Pangos","Alex Poythress","made",502,502,810,280
"3 punti sbagliato","","Alessandro Zanelli","missed",521,521,1215,812
"2 punti sbagliato","","Alex Poythress","missed",544,544,780,280
"3 punti sbagliato","","D'Angelo Harrison","missed",552,552,1155,868
"2 punti segnato","D'Angelo Harrison","Alessandro Zanelli","made",574,574,765,252
"2 punti sbagliato","","Kevin Pangos","missed",597,597,780,392
"3 punti sbagliato","","D'Angelo Harrison","missed",21,621,180,756
"3 punti sbagliato","","Ky Bowman","missed",29,629,1095,868
"3 punti sbagliato","","D'Angelo Harrison","missed",34,634,30,140
"3 punti sbagliato","","Giordano Bortolani","missed",41,641,105,644
"3 punti segnato","D'Angelo Harrison","Alessandro Zanelli","made",54,654,30,112
"2 punti segnato","","Kevin Pangos","made",106,706,690,280
"2 punti sbagliato","","Ky Bowman","missed",123,723,855,252
"2 punti sbagliato","","Nikola Mirotic","missed",170,770,660,280
"3 punti sbagliato","","D'Angelo Harrison","missed",190,790,1275,812
"3 punti segnato","Shavon Shields","Nikola Mirotic","made",213,813,45,168
"2 punti sbagliato","","Alessandro Zanelli","missed",236,836,540,448
"2 punti segnato","Maodo Lo","Shavon Shields","made",276,876,675,196
"2 punti segnato","Shavon Shields","Nicolò Melli","made",318,918,765,252
"2 punti sbagliato","","D'Angelo Harrison","missed",332,932,750,644
"2 punti sbagliato","","James Young","missed",335,935,1275,336
"2 punti sbagliato","","Maodo Lo","missed",344,944,765,364
"2 punti segnato","Deishuan Booker","D'Angelo Harrison","made",354,954,900,420
"2 punti sbagliato","","Stefano Tonut","missed",366,966,885,196
"2 punti segnato","","D'Angelo Harrison","made",373,973,1125,588
"2 punti sbagliato","","Shavon Shields","missed",385,985,660,252
"2 punti segnato","Deishuan Booker","James Young","made",394,994,1260,476
"2 punti segnato","","Maodo Lo","made",412,1012,750,280
"2 punti sbagliato","","Maodo Lo","missed",430,1030,915,644
"3 punti sbagliato","","Andrea Mezzanotte","missed",447,1047,45,196
"3 punti segnato","Maodo Lo","Shavon Shields","made",454,1054,195,672
"3 punti sbagliato","","Deishuan Booker","missed",473,1073,1095,868
"2 punti segnato","","Gora Camara","made",478,1078,825,252
"2 punti sbagliato","","D'Angelo Harrison","missed",496,1096,855,280
"3 punti sbagliato","","Shavon Shields","missed",518,1118,360,868
"2 punti sbagliato","","Kevin Pangos","missed",549,1149,360,532
"2 punti sbagliato","","Gora Camara","missed",568,1168,840,392
"3 punti segnato","Shavon Shields","Giampaolo Ricci","made",581,1181,330,840
"3 punti sbagliato","","Kevin Pangos","missed",599,1199,225,924
"2 punti segnato","","Stefano Tonut","made",16,1216,870,224
"3 punti sbagliato","","Nikola Mirotic","missed",47,1247,960,924
"2 punti segnato","","Shavon Shields","made",76,1276,825,308
"2 punti sbagliato","","D'Angelo Harrison","missed",87,1287,750,644
"2 punti segnato","Deishuan Booker","Pauly Paulicap","made",114,1314,705,196
"3 punti segnato","","Maodo Lo","made",127,1327,510,896
"2 punti segnato","","Deishuan Booker","made",144,1344,765,588
"2 punti segnato","","Shavon Shields","made",159,1359,735,280
"2 punti segnato","Terry Allen","Pauly Paulicap","made",172,1372,795,280
"2 punti segnato","Shavon Shields","Alex Poythress","made",196,1396,840,224
"3 punti sbagliato","","D'Angelo Harrison","missed",227,1427,1320,1008
"3 punti sbagliato","","Kevin Pangos","missed",274,1474,1455,112
"3 punti sbagliato","","James Young","missed",280,1480,255,756
"2 punti segnato","Shavon Shields","Alex Poythress","made",292,1492,780,252
"2 punti sbagliato","","Gora Camara","missed",308,1508,720,280
"2 punti sbagliato","","Stefano Tonut","missed",328,1528,750,252
"3 punti sbagliato","","Ky Bowman","missed",337,1537,1215,784
"3 punti segnato","","Kevin Pangos","made",353,1553,720,952
"2 punti segnato","D'Angelo Harrison","Ky Bowman","made",378,1578,810,252
"2 punti segnato","","Shavon Shields","made",394,1594,885,280
"3 punti segnato","","Kevin Pangos","made",427,1627,60,448
"2 punti segnato","","Deishuan Booker","made",442,1642,765,252
"2 punti sbagliato","","Alex Poythress","missed",459,1659,810,280
"3 punti sbagliato","","Deishuan Booker","missed",470,1670,765,1008
"2 punti sbagliato","","Kevin Pangos","missed",491,1691,795,336
"2 punti sbagliato","","Alex Poythress","missed",491,1691,795,336
"2 punti segnato","","Ky Bowman","made",526,1726,780,728
"3 punti sbagliato","","Ky Bowman","missed",562,1762,60,504
"2 punti sbagliato","","Diego Flaccadori","missed",577,1777,975,532
"2 punti segnato","","Ky Bowman","made",598,1798,780,364
"3 punti sbagliato","","Andrea Mezzanotte","missed",15,1815,15,280
"3 punti sbagliato","","Giampaolo Ricci","missed",28,1828,1245,756
"2 punti sbagliato","","Ky Bowman","missed",36,1836,825,336
"3 punti segnato","Ky Bowman","Andrea Mezzanotte","made",47,1847,60,84
"2 punti segnato","Giordano Bortolani","Ismael Kamagate","made",70,1870,750,280
"2 punti sbagliato","","Ky Bowman","missed",85,1885,765,336
"2 punti segnato","Giampaolo Ricci","Ismael Kamagate","made",93,1893,735,252
"2 punti sbagliato","","Leonardo Faggian","missed",98,1898,720,308
"2 punti segnato","","Leonardo Faggian","made",98,1898,720,308
"2 punti sbagliato","","Maodo Lo","missed",119,1919,975,280
"3 punti sbagliato","","Giampaolo Ricci","missed",126,1926,705,952
"2 punti sbagliato","","Alessandro Zanelli","missed",135,1935,690,700
"2 punti sbagliato","","Giampaolo Ricci","missed",141,1941,705,196
"3 punti sbagliato","","Andrea Mezzanotte","missed",148,1948,45,140
"2 punti segnato","","Pauly Paulicap","made",148,1948,45,140
"3 punti segnato","Leonardo Faggian","Ky Bowman","made",197,1997,1470,168
"2 punti sbagliato","","Nikola Mirotic","missed",217,2017,660,224
"2 punti segnato","","Alex Poythress","made",217,2017,660,224
"2 punti sbagliato","","Ky Bowman","missed",237,2037,720,644
"2 punti sbagliato","","Shavon Shields","missed",257,2057,915,504
"3 punti segnato","","James Young","made",280,2080,405,868
"3 punti sbagliato","","Nikola Mirotic","missed",300,2100,525,896
"3 punti sbagliato","","Deishuan Booker","missed",322,2122,1065,896
"3 punti segnato","Nicolò Melli","Shavon Shields","made",336,2136,1380,588
"3 punti segnato","Deishuan Booker","James Young","made",354,2154,1170,784
"3 punti sbagliato","","James Young","missed",382,2182,1020,896
"3 punti segnato","Kevin Pangos","Nikola Mirotic","made",403,2203,1455,112
"3 punti sbagliato","","D'Angelo Harrison","missed",415,2215,120,588
"2 punti sbagliato","","James Young","missed",437,2237,615,280
"2 punti sbagliato","","Pauly Paulicap","missed",442,2242,855,420
"3 punti sbagliato","","Nicolò Melli","missed",459,2259,1065,924
"2 punti segnato","Deishuan Booker","James Young","made",502,2302,780,252
"3 punti sbagliato","","James Young","missed",532,2332,60,476
"2 punti sbagliato","","Kevin Pangos","missed",568,2368,855,420
"3 punti sbagliato","","James Young","missed",583,2383,1335,616
"2 punti segnato","Marco Belinelli","Bryant Dunston","made",15,15,675,224
"3 punti sbagliato","","Demetre Rivers","missed",27,27,1035,924
"2 punti sbagliato","","Marco Belinelli","missed",46,46,930,196
"2 punti segnato","","Bryant Dunston","made",46,46,930,196
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",70,70,1185,840
